log_file,activity_count,selectivity_level,selectivity,detection_time
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,200,high,0.034868421052631576,0.48469999999999996
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,200,medium,0.05043859649122807,0.6098
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,200,low,0.22894736842105262,1.7205
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,400,high,0.0240177909562639,0.9558
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,400,medium,0.0502594514455152,1.0361
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,400,low,0.31756856931060046,3.1757999999999997
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,600,high,0.019396806623299824,1.0163
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,600,medium,0.05511531638083974,1.3821999999999999
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,600,low,0.4020106445890006,4.378500000000001
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,800,high,0.01569377990430622,1.2638
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,800,medium,0.05923444976076555,2.0955
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,800,low,0.4402870813397129,5.5626
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1000,high,0.013636363636363636,1.3887
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1000,medium,0.06267942583732057,2.3981000000000003
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1000,low,0.5311802232854864,6.876399999999999
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1200,high,0.011403508771929825,1.7355999999999998
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1200,medium,0.06882591093117409,2.6153
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1200,low,0.5711875843454791,8.0637
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1400,high,0.010235533585344576,1.7052
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1400,medium,0.08054667054376272,3.0869
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1400,low,0.5402151788310555,10.1768
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1600,high,0.00859394863971523,1.9631
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1600,medium,0.09626239511823036,3.9667000000000003
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1600,low,0.5667937960844139,11.2438
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1800,high,0.007638565440149045,2.2125
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1800,medium,0.09347927340475082,4.3151
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1800,low,0.6102468560782487,12.796800000000001
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,2000,high,0.007410526315789473,2.3914
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,2000,medium,0.10181052631578948,4.9661
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,2000,low,0.5778947368421052,14.494800000000001
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,200,high,0.037986270022883295,0.7398
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,200,medium,0.05102974828375286,0.658
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,200,low,0.2331807780320366,1.5403
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,400,high,0.024360902255639097,0.7742
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,400,medium,0.050075187969924814,1.2035
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,400,low,0.3237593984962406,2.8619
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,600,high,0.019951040391676868,1.2855
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,600,medium,0.05177478580171359,1.3537
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,600,low,0.39694002447980414,3.989
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,800,high,0.015552394499762921,1.1713
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,800,medium,0.05443338074917022,1.7109
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,800,low,0.485443338074917,5.2727
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1000,high,0.013333333333333334,1.3858000000000001
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1000,medium,0.06526315789473684,2.4814
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1000,low,0.4917738791423002,6.931900000000001
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1200,high,0.01112973516594033,1.9439
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1200,medium,0.06409654710023466,2.5862000000000003
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1200,low,0.5131746563861884,8.7083
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1400,high,0.010285714285714285,1.8004000000000002
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1400,medium,0.08384962406015038,2.9985
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1400,low,0.5623458646616541,9.720699999999999
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1600,high,0.009362880886426592,2.0989
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1600,medium,0.0881994459833795,3.4417
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1600,low,0.5906371191135734,10.6612
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1800,high,0.008410732714138287,2.2793
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1800,medium,0.09086687306501548,4.1622
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1800,low,0.5899896800825594,11.939400000000001
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,2000,high,0.008607968519429415,3.0816
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,2000,medium,0.08996556812592228,4.5865
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,2000,low,0.5420068863748155,11.7083
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,200,high,0.04112607099143207,0.591
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,200,medium,0.05091799265605875,0.5955
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,200,low,0.24969400244798043,1.4545
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,400,high,0.026151315789473686,0.8002
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,400,medium,0.051151315789473684,1.2353
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,400,low,0.31414473684210525,2.6566
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,600,high,0.019633353045535186,1.1243
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,600,medium,0.054405677114133646,1.4554
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,600,low,0.3630987581312833,4.2399000000000004
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,800,high,0.017543859649122806,1.2604
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,800,medium,0.05884711779448622,1.7187999999999999
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,800,low,0.4567418546365915,5.3933
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1000,high,0.014441061331013484,1.4783
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1000,medium,0.06167899086559374,2.0663
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1000,low,0.4670726402783819,7.1378
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1200,high,0.011934766493699036,1.7078
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1200,medium,0.06293550778354337,3.0088
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1200,low,0.5412898443291327,8.0477
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1400,high,0.011381578947368421,1.9114999999999998
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1400,medium,0.07046052631578947,2.9833000000000003
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1400,low,0.5482894736842105,9.5809
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1600,high,0.009082706766917293,2.4852
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1600,medium,0.0716390977443609,3.3324
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1600,low,0.5898345864661654,9.9294
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1800,high,0.0088782562466773,2.2685
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1800,medium,0.0847953216374269,3.9768999999999997
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1800,low,0.550026581605529,11.3136
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,2000,high,0.008480917934647045,2.4044
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,2000,medium,0.08356198553255176,4.1055
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,2000,low,0.6218009478672986,12.086099999999998
